Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Vehicle_Model_Bus,Vehicle_Model_Car,Vehicle_Model_Motorcycle,Vehicle_Model_SUV,Vehicle_Model_Truck,Vehicle_Model_Van,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Type_Automatic,Transmission_Type_Manual,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Days_Since_Last_Service,Warranty_Expired
73526,1,1,8,2000,61287,8447,4,0,12,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,773,0
45983,2,1,10,2000,136778,25087,10,1,19,2,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,601,1
78343,0,0,5,800,84125,28286,1,2,15,2,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,710,1
68081,2,2,7,800,56952,18962,6,0,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,467,0
54449,0,3,9,1500,25979,10615,10,3,13,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,708,0
43892,1,4,3,1500,96098,6530,7,0,12,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,703,1
35658,1,3,10,2000,41656,25037,10,2,11,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,504,0
69337,0,5,8,2500,92968,25387,2,0,10,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,681,1
67011,2,3,5,1000,71180,15633,8,1,14,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,636,0
70325,1,4,2,800,30103,29465,5,3,17,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,561,1
31928,1,5,2,2000,8045,9723,10,2,15,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,535,0
73685,0,2,3,1000,112509,16834,5,2,11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,502,1
49261,2,1,8,800,39484,9721,4,2,18,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,479,0
58685,2,1,3,2500,17761,26800,7,3,14,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,746,0
35218,2,0,1,1000,59607,14861,3,2,19,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,644,0
61749,0,3,4,2000,124874,19130,5,3,12,2,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,646,1
34286,0,4,8,2000,21698,27960,6,2,10,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,464,1
75648,2,3,5,800,54533,18016,10,1,17,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,638,0
33392,1,0,7,800,88040,28688,4,3,14,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,515,1
42917,2,1,1,1500,94616,19189,8,2,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,459,1
38046,1,1,1,1500,66650,21223,10,2,16,2,2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,519,1
54807,1,5,8,1000,79459,14740,6,0,15,1,2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,477,1
54043,0,2,2,2500,89405,20455,10,1,17,2,2,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,549,1
59063,0,5,1,2500,58835,14480,10,3,19,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,695,1
42288,1,3,4,800,25991,16124,2,1,10,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,748,0
38963,2,5,10,2500,41469,13862,2,1,15,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,647,1
72205,0,4,3,1500,22778,13303,6,3,19,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,747,1
36899,0,5,8,2500,10640,26312,8,3,15,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,525,0
44730,0,1,7,800,9476,23823,8,3,18,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,647,0
37822,1,5,3,2000,141044,26512,3,3,16,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,765,1
31491,1,3,4,1500,147241,25887,1,1,17,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,532,1
71370,0,5,3,2000,140275,21209,4,0,11,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,504,1
55631,1,4,7,2000,14568,23250,5,3,11,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,647,1
67176,1,2,8,2500,90875,24090,3,0,10,2,2,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,676,0
54378,2,4,4,2000,60459,13604,3,3,11,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,560,1
53230,1,2,5,1500,96840,21902,10,3,19,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,688,1
32516,0,1,3,800,147323,24573,2,1,16,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,503,1
55644,0,0,2,1000,16239,16214,4,2,12,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,506,1
52563,1,5,8,1500,44102,16796,1,0,18,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,526,0
69678,0,0,3,1500,70544,8461,5,3,14,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,558,0
51019,0,0,2,800,136800,19354,6,1,11,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,675,1
43160,0,3,1,1000,46017,11052,3,2,16,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,515,1
53111,2,3,9,1000,21981,21017,9,2,15,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,528,0
37830,1,4,4,800,139556,15633,9,0,12,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,513,0
57491,2,3,9,800,39682,19489,4,2,14,2,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,571,0
45840,2,5,8,800,146731,22575,9,3,10,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,626,0
59030,2,3,7,2500,86943,28691,6,3,18,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,516,1
56754,1,2,3,1000,2269,9219,2,3,17,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,483,0
70354,0,5,8,1500,72286,6610,1,3,19,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,651,1
34790,2,3,4,1000,118582,18670,1,1,12,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,790,1
56562,1,1,3,1000,38652,7104,1,3,17,2,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,558,1
32177,2,3,2,2500,137009,22578,6,1,18,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,547,0
53114,2,1,1,1000,7790,12285,10,3,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,541,0
74942,0,0,8,2500,90475,5669,10,2,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,629,0
50695,2,3,7,2000,6008,29969,10,1,17,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,636,0
60834,2,0,5,1000,18758,20627,1,0,15,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,577,1
76982,2,4,7,1500,32800,26999,2,3,12,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,513,1
58747,1,1,7,1500,21924,28081,9,0,19,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,519,1
41775,2,3,2,2000,13258,14197,1,0,17,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,637,1
68806,0,5,3,2000,116753,16689,7,0,16,0,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,488,1
57958,0,3,8,2000,131120,10724,10,2,17,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,662,1
78998,2,2,3,2000,104510,24169,5,3,12,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,716,1
46225,2,5,5,800,20207,12564,2,1,14,2,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,722,0
79902,1,1,2,2000,92725,27090,5,2,17,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,509,1
77940,2,4,9,1000,16849,7388,9,3,18,0,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,660,1
56375,0,2,7,1000,99104,22803,6,0,16,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,462,1
36022,0,4,3,1000,121910,24142,7,1,18,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,660,1
73592,0,0,6,800,70031,13880,10,0,14,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,534,1
37430,0,5,4,1500,34033,16440,7,0,16,2,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,578,1
41788,2,1,9,1000,13900,13470,9,3,11,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,478,1
57068,2,4,10,2000,113483,25714,3,2,17,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,598,1
60665,0,3,1,1500,81861,25934,1,2,14,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,498,1
30690,2,3,2,1000,119261,26602,3,2,10,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,647,0
36311,2,2,5,1000,66820,25149,3,0,12,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,693,1
79933,2,2,5,1500,110296,29054,2,1,13,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,550,1
53367,1,1,9,1500,133653,13389,8,1,10,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,459,0
70553,0,1,8,1500,134735,11477,5,3,10,0,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,621,0
74989,2,5,3,800,40489,11736,7,2,15,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,514,0
77767,1,5,2,2000,12076,14081,8,0,14,1,0,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,489,1
54549,2,0,8,2500,83362,11444,1,3,11,1,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,599,1
75937,2,5,10,2500,101596,5433,3,2,12,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,697,0
32701,1,4,3,2500,8528,16029,6,0,10,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,480,1
60036,2,5,4,800,117509,18257,10,1,11,2,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,567,1
38969,2,5,8,1000,5773,23948,8,2,12,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,604,0
46575,2,4,2,800,109155,19129,7,0,18,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,662,1
67050,1,0,2,2500,140867,11408,9,2,10,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,679,1
40618,1,4,4,1500,100142,11581,4,1,19,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,561,1
31187,2,5,7,1000,132920,23182,2,3,19,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,529,1
64560,1,2,2,1500,127035,15322,3,2,11,2,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,529,0
35281,1,0,6,1000,126409,10205,2,3,13,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,775,0
55571,0,0,5,1500,132804,20991,2,0,15,2,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,755,0
40813,0,4,4,1000,75981,29948,7,1,11,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,680,1
44130,2,3,9,2000,118622,29879,2,1,10,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,530,1
64904,1,3,1,1500,40738,10927,8,2,10,0,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,629,0
78924,1,5,1,2500,94691,18744,8,1,10,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,658,1
46976,0,0,9,800,140921,27437,1,1,15,2,2,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,747,0
74488,0,5,10,800,3370,27002,7,1,11,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,554,1
72947,2,1,3,800,144932,15711,3,0,15,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,605,1
39794,0,4,3,800,63491,20056,3,0,10,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,514,0
41064,1,2,2,1000,14738,22745,1,0,17,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,580,1
59059,1,4,4,800,87419,8594,5,3,13,2,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,491,1
33749,2,2,7,2000,79045,29129,1,0,10,2,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,744,0
77961,1,4,3,2000,36225,10059,4,0,15,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,758,0
73375,0,1,10,1500,45588,23202,7,2,18,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,594,1
47956,2,5,8,1500,118433,25889,5,1,11,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,462,1
67881,2,3,7,2000,41734,29529,4,2,13,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,612,0
37499,0,2,5,1500,125193,12141,4,2,11,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,462,1
31328,2,5,10,2500,52200,12294,5,0,16,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,754,0
66775,2,4,7,1500,145240,6626,9,0,12,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,510,0
70506,0,4,1,2500,112183,5780,9,2,12,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,513,1
34696,2,5,7,1000,22187,16706,4,3,13,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,753,1
50068,1,0,3,1000,133595,12315,9,2,14,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,499,0
63943,0,5,1,1500,94282,9840,7,3,16,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,548,0
37532,1,1,8,1500,78230,25168,4,2,11,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,734,1
30933,0,3,5,1500,72825,17475,6,1,12,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,727,0
52857,2,1,4,2000,132196,24720,8,3,11,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,484,1
33695,1,3,1,1500,134751,8770,6,1,18,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,747,1
47021,1,3,7,2000,113901,24336,3,0,11,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,708,0
40026,0,0,5,1000,46726,23767,6,3,10,1,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,731,0
56618,1,5,9,1000,44286,25368,6,3,19,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,772,1
40453,0,1,1,1000,81897,6657,9,1,15,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,488,0
68087,0,2,6,2000,108853,29393,2,3,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,466,1
76578,0,4,6,800,25213,11355,2,2,18,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,633,1
74990,1,2,8,2000,52817,16722,1,1,14,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,562,1
39592,1,1,3,800,126196,26112,2,1,10,2,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,769,1
53722,0,0,5,1000,82203,18994,5,3,12,2,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,571,1
40324,0,1,2,1000,44874,6373,8,0,17,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,664,1
54602,1,5,3,1000,60615,23942,6,2,16,1,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,677,1
57106,2,3,9,2000,60349,18719,10,1,16,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,505,0
37428,2,0,3,1500,145990,20744,1,3,19,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,661,1
69070,2,2,10,2000,7333,15485,10,3,13,0,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,646,0
71700,0,1,10,2000,131983,28864,9,1,16,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,494,1
41449,2,0,8,1500,64269,11367,3,0,14,0,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,703,0
34433,0,3,10,1500,134182,14704,8,0,18,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,521,0
43170,1,2,1,2500,80579,17052,8,3,13,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,762,1
32855,1,0,1,2500,120976,6563,1,0,13,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,626,0
34730,2,4,1,2000,86215,10525,10,1,11,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,709,0
50870,0,3,10,1000,104836,8749,10,3,12,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,701,0
64987,2,2,1,2500,134405,9263,8,1,13,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,545,1
45434,1,5,7,1000,43564,21337,8,2,16,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,538,1
78111,2,2,7,2500,7458,12441,8,1,18,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,528,0
44636,1,2,8,2000,54752,28569,4,0,17,2,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,573,0
77863,1,2,4,800,90304,6377,2,1,13,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,509,1
66209,2,4,5,1000,35022,9562,6,0,16,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,622,0
65067,2,1,3,2500,20483,13178,3,2,19,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,537,0
73354,1,4,6,2500,37606,12510,4,2,15,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,554,1
38977,0,5,4,800,84702,20592,6,1,18,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,786,0
32718,1,1,8,1500,58956,22844,10,3,10,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,634,1
68100,2,0,2,800,46222,15042,3,0,19,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,539,1
36303,2,5,3,1000,57342,18718,1,3,18,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,657,0
40983,1,2,5,1500,61036,25248,3,1,13,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,546,0
36336,1,4,3,2500,91422,10375,10,0,19,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,661,1
51687,1,0,8,2500,107664,10910,9,1,14,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,495,0
60782,0,3,5,1500,91780,5583,6,3,16,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,679,0
34688,2,3,10,1000,139961,6157,10,0,10,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,623,1
79300,2,3,8,1000,41971,11570,2,1,19,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,733,0
43196,0,5,4,800,108050,27342,7,0,14,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,620,1
68837,0,4,7,2000,47402,25752,9,3,11,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,540,0
76411,0,3,2,800,77908,12489,3,1,13,2,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,543,1
41777,0,3,9,1000,1458,22558,5,2,10,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,594,1
64997,2,5,1,2500,110318,24719,9,0,19,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,506,0
58955,1,0,8,2000,70620,19102,2,2,18,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,617,1
61432,0,0,7,2000,48524,11103,5,1,11,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,548,0
52861,0,0,3,2500,78998,29017,2,1,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,557,1
37116,1,4,10,2000,80442,28142,7,0,18,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,649,1
59654,2,3,5,2500,27185,6490,2,1,14,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,494,1
42754,0,2,8,2500,84461,11871,1,0,14,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,760,0
47848,1,4,7,800,58142,27091,9,2,16,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,758,1
46174,2,3,8,1000,27335,21516,3,0,12,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,587,1
31079,1,2,5,800,122718,20648,2,2,17,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,586,1
44015,0,0,9,800,59369,12525,7,1,11,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,689,0
39386,1,4,2,1000,33507,16559,9,2,16,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,726,1
74229,0,3,10,1500,71413,26248,4,0,12,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,523,0
38685,1,5,2,1500,78755,8332,10,1,14,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,758,0
60883,1,1,2,1000,57414,26933,1,0,11,2,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,670,1
78681,1,2,5,800,26117,28492,3,0,10,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,652,0
63659,0,2,8,1000,135243,27696,4,0,11,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,696,1
63575,2,2,5,800,125468,12903,4,3,17,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,681,1
78011,0,1,10,800,54887,15727,3,0,12,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,749,1
50663,0,3,1,2000,3135,6723,4,2,17,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,503,0
76971,2,0,1,1000,67951,21951,6,3,18,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,473,1
51509,0,2,10,1500,140636,22494,9,0,14,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,735,1
50268,0,2,5,2500,33429,27591,3,3,18,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,651,0
58322,1,3,4,1500,19301,18281,2,0,15,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,514,1
36357,1,3,8,1500,66223,27604,8,3,16,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,544,1
33753,0,4,10,2500,38561,14976,10,0,18,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,692,0
51608,1,0,7,800,40987,9472,8,3,18,2,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,689,1
60042,0,2,1,2500,1593,21149,3,2,13,1,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,709,1
68324,2,3,5,2500,148773,21031,7,3,17,2,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,470,0
61842,0,4,9,2000,110800,7238,9,2,15,1,2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,499,0
42949,0,3,4,800,35575,24770,8,2,10,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,552,0
33578,0,3,10,2500,47290,7358,7,3,12,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,678,1
70165,1,5,6,800,122966,15796,8,3,19,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,751,1
31221,0,4,4,1500,71517,19721,10,0,13,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,499,1
78741,0,0,10,1500,72167,13160,7,0,10,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,612,1
44159,2,1,1,800,67654,17603,3,1,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,592,1
59067,2,3,3,2500,95794,16145,5,3,11,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,780,0
73463,2,3,4,2000,125506,16537,2,0,14,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,705,0
65231,2,1,6,2000,65713,17691,10,0,14,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,785,0
51925,1,5,5,2000,26623,19297,6,2,12,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,757,1
76902,0,0,6,2500,140837,14404,8,0,14,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,726,0
71497,1,2,6,800,107805,14046,2,1,16,1,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,544,1
51531,1,1,8,1500,96667,20562,8,1,16,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,469,1
32398,2,0,10,2500,10040,22439,6,1,12,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,702,1
48488,2,3,6,1500,115981,8163,5,2,17,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,498,0
46368,2,5,1,2500,56383,9279,10,1,19,0,2,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,762,0
37283,2,5,7,1000,1819,15999,3,0,14,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,462,1
45071,2,5,4,800,79909,15649,9,2,16,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,699,1
38367,1,0,6,1000,107371,10429,9,3,11,2,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,690,1
31190,2,2,5,2500,6938,16110,4,1,16,2,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,591,1
65647,1,5,6,2500,118984,18748,2,2,12,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,631,1
59385,1,0,7,2500,70268,18550,1,2,16,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,533,1
45901,2,5,7,2500,17011,22841,2,3,18,0,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,462,1
66234,2,0,1,2000,20672,14764,8,0,15,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,756,1
